id;director_name;original_title;vote_average;genres;release_date;actor1_name;actor2_name;actor3_name;actor4_name;actor5_name
201;Stuart Baird;Star Trek: Nemesis;6.1;Science Fiction|Action|Adventure|Thriller;13/12/2002;Patrick Stewart;Jonathan Frakes;LeVar Burton;Brent Spiner;Gates McFadden
203;Martin Scorsese;Mean Streets;7.2;Drama|Crime;2/10/1973;Harvey Keitel;Robert De Niro;David Proval;Amy Robinson;Richard Romanus
204;Henri-Georges Clouzot;Le salaire de la peur;7.9;Drama|Thriller|Adventure;22/04/1953;Yves Montand;Charles Vanel;Peter van Eyck;Folco Lulli;Véra Clouzot
205;Terry George;Hotel Rwanda;7.5;Drama|History|War;11/09/2004;Don Cheadle;Sophie Okonedo;Nick Nolte;Fana Mokoena;Joaquin Phoenix
206;Mario Andreacchio;Paradise Found;6.6;Drama;1/01/2003;Kiefer Sutherland;Alun Armstrong;Nastassja Kinski;Thomas Heinze;Chris Haywood
207;Peter Weir;Dead Poets Society;8.1;Drama;2/06/1989;Robin Williams;Ethan Hawke;Robert Sean Leonard;Gale Hansen;Josh Charles
211;Hannes Stöhr;Berlin is in Germany;6.3;Comedy|Drama;1/11/2001;Jörg Schüttauf;Julia Jäger;Tom Jahn;Valentin Platareanu;Edita Malovčić
212;Frank Capra;Arsenic and Old Lace;7.4;Comedy|Crime;23/09/1944;Cary Grant;Priscilla Lane;Raymond Massey;Peter Lorre;Josephine Hull
213;Alfred Hitchcock;North by Northwest;7.8;Mystery|Thriller;8/07/1959;Cary Grant;Eva Marie Saint;James Mason;Leo G. Carroll;Martin Landau
214;Darren Lynn Bousman;Saw III;6.1;Horror|Thriller|Crime;27/10/2006;Tobin Bell;Shawnee Smith;Angus Macfadyen;Bahar Soomekh;Dina Meyer
215;Darren Lynn Bousman;Saw II;6.3;Horror;28/10/2005;Tobin Bell;Shawnee Smith;Donnie Wahlberg;Franky G;Glenn Plummer
216;Rainer Werner Fassbinder;Angst essen Seele auf;7.4;Drama;5/03/1974;Brigitte Mira;El Hedi ben Salem;Barbara Valentin;Irm Hermann;Elma Karlowa
217;Steven Spielberg;Indiana Jones and the Kingdom of the Crystal Skull;5.7;Adventure|Action;21/05/2008;Harrison Ford;Cate Blanchett;Shia LaBeouf;Ray Winstone;Karen Allen
218;James Cameron;The Terminator;7.3;Action|Thriller|Science Fiction;26/10/1984;Arnold Schwarzenegger;Michael Biehn;Linda Hamilton;Paul Winfield;Lance Henriksen
219;Pedro Almodóvar;Volver;7.3;Comedy|Drama|Romance;16/03/2006;Penélope Cruz;Carmen Maura;Lola Dueñas;Blanca Portillo;Yohana Cobo
220;Elia Kazan;East of Eden;7.5;Drama;9/03/1955;James Dean;Julie Harris;Raymond Massey;Richard Davalos;Jo Van Fleet
221;Nicholas Ray;Rebel Without a Cause;7.6;Drama;27/10/1955;James Dean;Natalie Wood;Sal Mineo;Ann Doran;Jim Backus
222;Walter Ruttmann;Berlin: Die Sinfonie der Grosstadt;8.3;Documentary|History;23/09/1927;Paul von Hindenburg;none;none;none;none
223;Alfred Hitchcock;Rebecca;7.6;Drama|Mystery;12/04/1940;Laurence Olivier;Joan Fontaine;George Sanders;Judith Anderson;Nigel Bruce
224;Andrzej Wajda;Człowiek z marmuru;5.7;Drama|History;25/02/1977;Krystyna Janda;Jerzy Radziwiłowicz;Jerzy Radziwiłowicz;Tadeusz Łomnicki;Jacek Lomnicki
225;Andrzej Wajda;Czlowiek z zelaza;6.0;Drama|History;27/07/1981;Jerzy Radziwiłowicz;Krystyna Janda;Marian Opania;Irena Byrska;Wiesława Kosmalska
226;Kimberly Peirce;Boys Don't Cry;7.2;Crime|Drama;2/09/1999;Hilary Swank;Chloë Sevigny;Peter Sarsgaard;Brendan Sexton III;Alicia Goranson
227;Francis Ford Coppola;The Outsiders;6.9;Crime|Drama;25/03/1983;Matt Dillon;Ralph Macchio;C. Thomas Howell;Patrick Swayze;Rob Lowe
228;Josef von Sternberg;Der blaue Engel;7.5;Drama;31/03/1930;Emil Jannings;Marlene Dietrich;Kurt Gerron;Rosa Valetti;Hans Albers
229;James Whale;Bride of Frankenstein;7.5;Horror|Science Fiction;21/04/1935;Boris Karloff;Colin Clive;Ernest Thesiger;Elsa Lanchester;Valerie Hobson
231;Stephen Gaghan;Syriana;6.3;Drama|Thriller;23/11/2005;George Clooney;Matt Damon;Jeffrey Wright;Chris Cooper;Amanda Peet
232;Francis Ford Coppola;Rumble Fish;6.8;Action|Adventure|Crime|Drama|Romance;20/10/1983;Matt Dillon;Mickey Rourke;Diane Lane;Dennis Hopper;Diana Scarwid
233;Philip Kaufman;The Wanderers;7.2;Drama;13/07/1979;Ken Wahl;John Friedrich;Karen Allen;Toni Kalem;Alan Rosenberg
234;Robert Wiene;Das Cabinet des Dr. Caligari;7.7;Drama|Horror|Thriller|Crime;25/02/1920;Werner Krauss;Conrad Veidt;Friedrich Fehér;Lil Dagover;Hans Heinrich von Twardowski
235;Rob Reiner;Stand by Me;7.7;Crime|Drama;22/08/1986;Wil Wheaton;River Phoenix;Corey Feldman;Jerry O'Connell;Kiefer Sutherland
236;P.J. Hogan;Muriel's Wedding;6.9;Drama|Comedy|Romance;29/09/1994;Toni Collette;Bill Hunter;Rachel Griffiths;Sophie Lee;Roz Hammond
237;David Mackenzie;Young Adam;6.0;Drama|Thriller|Crime|Romance;26/09/2003;Ewan McGregor;Tilda Swinton;Peter Mullan;Emily Mortimer;Jack McElhone
238;Francis Ford Coppola;The Godfather;8.4;Drama|Crime;14/03/1972;Marlon Brando;Al Pacino;James Caan;Richard S. Castellano;Robert Duvall
239;Billy Wilder;Some Like It Hot;7.9;Comedy|Romance;18/03/1959;Marilyn Monroe;Tony Curtis;Jack Lemmon;George Raft;Pat O’Brien
240;Francis Ford Coppola;The Godfather: Part II;8.2;Drama|Crime;20/12/1974;Al Pacino;Robert Duvall;Diane Keaton;Robert De Niro;John Cazale
241;Oliver Stone;Natural Born Killers;6.9;Crime|Thriller|Drama;25/08/1994;Woody Harrelson;Juliette Lewis;Robert Downey Jr.;Tommy Lee Jones;Tom Sizemore
242;Francis Ford Coppola;The Godfather: Part III;7.1;Crime|Drama|Thriller;24/12/1990;Al Pacino;Diane Keaton;Andy García;Talia Shire;Sofia Coppola
243;Stephen Frears;High Fidelity;7.0;Comedy|Drama|Romance|Music;17/03/2000;John Cusack;Iben Hjejle;Todd Louiso;Jack Black;Lisa Bonet
244;Merian C. Cooper;King Kong;7.7;Action|Adventure|Drama|Horror;7/04/1933;Robert Armstrong;Fay Wray;Bruce Cabot;Frank Reicher;Victor Wong
245;Chris Weitz;About a Boy;6.6;Drama|Comedy|Romance;26/04/2002;Hugh Grant;Nicholas Hoult;Toni Collette;Rachel Weisz;Sharon Small
246;Takeshi Kitano;座頭市;7.3;Adventure|Drama|Action;6/09/2003;Takeshi Kitano;Tadanobu Asano;Michiyo Ohkusu;Gadarukanaru Taka;Daigorō Tachibana
247;Stanley Kubrick;The Killing;7.6;Drama|Action|Thriller|Crime;8/05/1956;Sterling Hayden;Coleen Gray;Vince Edwards;Jay C. Flippen;Elisha Cook Jr.
248;Frank Capra;Pocketful of Miracles;7.1;Comedy|Drama;18/12/1961;Glenn Ford;Bette Davis;Hope Lange;Arthur O'Connell;Peter Falk
249;Danny DeVito;The War of the Roses;6.6;Comedy|Drama|Thriller;8/12/1989;Kathleen Turner;Michael Douglas;Danny DeVito;Marianne Sägebrecht;Dan Castellaneta
250;Lasse Spang Olsen;I Kina spiser de hunde;7.4;Action|Comedy|Crime;10/09/1999;Dejan Čukić;Kim Bodnia;Brian Patterson;none;Nikolaj Lie Kaas
251;Jerry Zucker;Ghost;6.8;Fantasy|Drama|Thriller|Mystery|Romance;12/07/1990;Patrick Swayze;Demi Moore;Whoopi Goldberg;Tony Goldwyn;Vincent Schiavelli
252;Mel Stuart;Willy Wonka & the Chocolate Factory;7.4;Family|Fantasy;29/06/1971;Gene Wilder;Jack Albertson;Peter Ostrum;Roy Kinnear;Denise Nickerson
253;Guy Hamilton;Live and Let Die;6.4;Adventure|Action|Thriller;5/07/1973;Roger Moore;Yaphet Kotto;Jane Seymour;Clifton James;Julius Harris
254;Peter Jackson;King Kong;6.6;Adventure|Drama|Action;14/12/2005;Naomi Watts;Jack Black;Adrien Brody;Thomas Kretschmann;Colin Hanks
255;François Truffaut;Baisers volés;7.4;Comedy|Drama|Romance;13/08/1968;Jean-Pierre Léaud;Claude Jade;Delphine Seyrig;Michael Lonsdale;Daniel Ceccaldi
256;François Truffaut;Antoine et Colette;7.1;Drama;22/06/1962;Jean-Pierre Léaud;Marie-France Pisier;Rosy Varte;François Darbon;Patrick Auffay
257;Roman Polanski;Oliver Twist;6.7;Crime|Drama|Family;23/09/2005;Barney Clark;Ben Kingsley;Jamie Foreman;Harry Eden;Edward Hardwicke
258;François Truffaut;Domicile Conjugal;7.1;Comedy|Drama|Romance;31/08/1970;Jean-Pierre Léaud;Claude Jade;Daniel Ceccaldi;Claire Duhamel;Hiroko Berghauer
259;François Truffaut;L'amour en fuite;6.8;Comedy|Drama|Romance;24/01/1979;Jean-Pierre Léaud;Marie-France Pisier;Claude Jade;Dani;Dorothée
260;Alfred Hitchcock;The 39 Steps;7.4;Action|Thriller|Mystery;1/06/1935;Robert Donat;Madeleine Carroll;Lucie Mannheim;Godfrey Tearle;Peggy Ashcroft
261;Richard Brooks;Cat on a Hot Tin Roof;7.6;Drama|Romance;17/02/1958;Elizabeth Taylor;Paul Newman;Burl Ives;Judith Anderson;Jack Carson
262;Martin Scorsese;The King of Comedy;7.5;Comedy|Drama;18/02/1983;Robert De Niro;Jerry Lewis;Diahnne Abbott;Sandra Bernhard;Shelley Hack
265;Rainer Werner Fassbinder;Lili Marleen;5.5;War|Drama|Romance;14/01/1981;Hanna Schygulla;Giancarlo Giannini;Christine Kaufmann;Hark Bohm;Karl-Heinz von Hassel
266;Jean-Luc Godard;Le Mépris;7.5;Drama;21/10/1963;Brigitte Bardot;Michel Piccoli;Jack Palance;Giorgia Moll;Fritz Lang
267;Pedro Almodóvar;Carne trémula;7.2;Drama|Romance|Thriller;28/10/1997;Liberto Rabal;Francesca Neri;Javier Bardem;Penélope Cruz;Ángela Molina
268;Tim Burton;Batman;7.0;Fantasy|Action;23/06/1989;Jack Nicholson;Michael Keaton;Kim Basinger;Michael Gough;Pat Hingle
269;Jean-Luc Godard;À bout de souffle;7.8;Drama|Crime;16/03/1960;Jean-Paul Belmondo;Jean Seberg;Daniel Boulanger;Jean-Pierre Melville;Henri-Jacques Huet
270;Marc Meyer;Wir sagen Du! Schatz.;3.8;Comedy|Drama|Fantasy;1/11/2007;Samuel Finzi;Nina Kronjäger;Anna Maria Mühe;Margot Nagel;Harald Warmbrunn
271;Tage Danielsson;Ronja Rövardotter;6.5;Adventure|Drama|Fantasy|Family;20/12/1984;Hanna Zetterberg;Dan Håfström;Börje Ahlstedt;Lena Nyman;Per Oscarsson
272;Christopher Nolan;Batman Begins;7.5;Action|Crime|Drama;10/06/2005;Christian Bale;Michael Caine;Liam Neeson;Katie Holmes;Gary Oldman
273;Hans Weingartner;Das weisse Rauschen;7.0;Drama;31/12/2001;Daniel Brühl;none;Patrick Joswig;Katharina Schüttler;Ilse Strambowski
274;Jonathan Demme;The Silence of the Lambs;8.0;Crime|Drama|Thriller;1/02/1991;Jodie Foster;Anthony Hopkins;Scott Glenn;Ted Levine;Anthony Heald
275;Joel Coen;Fargo;7.7;Crime|Drama|Thriller;5/04/1996;William H. Macy;Frances McDormand;Steve Buscemi;Peter Stormare;Kristin Rudrüd
276;Hans Weingartner;Die fetten Jahre sind vorbei;7.1;Drama|Comedy;25/10/2004;Daniel Brühl;Julia Jentsch;Stipe Erceg;Burghart Klaußner;Peer Martiny
277;Len Wiseman;Underworld;6.6;Fantasy|Action|Thriller;19/09/2003;Kate Beckinsale;Scott Speedman;Michael Sheen;Shane Brolly;Bill Nighy
278;Frank Darabont;The Shawshank Redemption;8.5;Drama|Crime;23/09/1994;Tim Robbins;Morgan Freeman;Bob Gunton;Clancy Brown;Mark Rolston
279;Miloš Forman;Amadeus;7.8;Drama|History|Music;26/10/1984;F. Murray Abraham;Tom Hulce;Elizabeth Berridge;Roy Dotrice;Simon Callow
280;James Cameron;Terminator 2: Judgment Day;7.7;Action|Thriller|Science Fiction;1/07/1991;Arnold Schwarzenegger;Linda Hamilton;Edward Furlong;Robert Patrick;Earl Boen
281;Kathryn Bigelow;Strange Days;6.8;Crime|Drama|Science Fiction|Thriller;13/10/1995;Ralph Fiennes;Angela Bassett;Tom Sizemore;Juliette Lewis;Vincent D'Onofrio
284;Billy Wilder;The Apartment;8.1;Comedy|Drama|Romance;15/06/1960;Jack Lemmon;Shirley MacLaine;Fred MacMurray;Ray Walston;Jack Kruschen
285;Gore Verbinski;Pirates of the Caribbean: At World's End;6.9;Adventure|Fantasy|Action;19/05/2007;Johnny Depp;Orlando Bloom;Keira Knightley;Stellan Skarsgård;Bill Nighy
286;Sönke Wortmann;Deutschland. Ein Sommermärchen;7.3;Documentary;3/10/2006;Jens Lehmann;Arne Friedrich;Philipp Lahm;Torsten Frings;Michael Ballack
287;Ron Shelton;Bull Durham;6.6;Comedy|Romance;15/06/1988;Kevin Costner;Susan Sarandon;Tim Robbins;Trey Wilson;Robert Wuhl
288;Fred Zinnemann;High Noon;7.5;Western;27/03/1952;Gary Cooper;Grace Kelly;Thomas Mitchell;Lloyd Bridges;Katy Jurado
289;Michael Curtiz;Casablanca;7.9;Drama|Romance;26/11/1942;Humphrey Bogart;Ingrid Bergman;Paul Henreid;Claude Rains;Conrad Veidt
290;Joel Coen;Barton Fink;7.3;Comedy|Drama;1/08/1991;John Turturro;John Goodman;Judy Davis;Michael Lerner;Tony Shalhoub
291;Stacy Peralta;Riding Giants;7.5;Documentary;9/07/2004;Jeff Clark;Darrick Doerner;Laird Hamilton;Dave Kalama;David H. Kalama Jr.
292;Michel Gondry;Dave Chappelle's Block Party;6.4;Comedy|Documentary|Music;12/09/2005;Dave Chappelle;Erykah Badu;Common;Yasiin Bey;Bilal
293;Robert Redford;A River Runs Through It;6.9;Drama;9/10/1992;Brad Pitt;Craig Sheffer;Tom Skerritt;Brenda Blethyn;Edie McClurg
294;Donna Deitch;Desert Hearts;6.7;Drama|Romance;1/10/1985;Helen Shaver;Patricia Charbonneau;Audra Lindley;Andra Akers;Gwen Welles
296;Jonathan Mostow;Terminator 3: Rise of the Machines;5.9;Action|Thriller|Science Fiction;2/07/2003;Arnold Schwarzenegger;Nick Stahl;Claire Danes;Kristanna Loken;David Andrews
297;Martin Brest;Meet Joe Black;6.9;Fantasy|Drama|Mystery;12/11/1998;Brad Pitt;Anthony Hopkins;Claire Forlani;Jeffrey Tambor;Marcia Gay Harden
298;Steven Soderbergh;Ocean's Thirteen;6.5;Crime|Thriller;7/06/2007;George Clooney;Brad Pitt;Matt Damon;Al Pacino;Bernie Mac
299;Lewis Milestone;Ocean's Eleven;6.6;Thriller|Music|Comedy|Crime;10/08/1960;Frank Sinatra;Dean Martin;none;Peter Lawford;Angie Dickinson
300;Michel Gondry;La science des rêves;6.8;Comedy|Drama|Fantasy;11/02/2006;Gael García Bernal;Charlotte Gainsbourg;Miou-Miou;Alain Chabat;Emma de Caunes
301;Howard Hawks;Rio Bravo;7.5;Western;17/03/1959;John Wayne;Dean Martin;Ricky Nelson;Walter Brennan;Angie Dickinson
302;François Ozon;Swimming Pool;6.4;Thriller|Crime;18/05/2003;Charlotte Rampling;Ludivine Sagnier;Charles Dance;Jean-Marie Lamour;Marc Fayolle
303;Alfred Hitchcock;Notorious;7.7;Thriller|Drama|Romance;15/08/1946;Cary Grant;Ingrid Bergman;Claude Rains;Louis Calhern;Leopoldine Konstantin
306;John Landis;Beverly Hills Cop III;5.5;Action|Comedy|Crime;24/05/1994;Eddie Murphy;Judge Reinhold;Héctor Elizondo;Gilbert R. Hill;Timothy Carhart
307;Roberto Rossellini;Roma città aperta;7.9;Drama|History;27/09/1945;Aldo Fabrizi;Anna Magnani;Marcello Pagliero;Francesco Grandjacquet;Harry Feist
308;Jim Jarmusch;Broken Flowers;6.8;Comedy|Drama|Mystery|Romance;17/05/2005;Bill Murray;Julie Delpy;Sharon Stone;Tilda Swinton;Jessica Lange
309;Thomas Vinterberg;Festen;7.7;Drama;20/05/1998;Ulrich Thomsen;Henning Moritzen;Thomas Bo Larsen;Paprika Steen;Birthe Neumann
310;Tom Shadyac;Bruce Almighty;6.4;Fantasy|Comedy;23/05/2003;Jim Carrey;Jennifer Aniston;Philip Baker Hall;Catherine Bell;Lisa Ann Walter
311;Sergio Leone;Once Upon a Time in America;8.2;Drama|Crime;16/02/1984;Robert De Niro;James Woods;Elizabeth McGovern;Joe Pesci;Burt Young
312;Caroline Link;Jenseits der Stille;6.6;Drama;18/12/1996;Sylvie Testud;Tatjana Trieb;Howie Seago;Emmanuelle Laborit;Sibylle Canonica
313;Marc Evans;Snow Cake;7.1;Romance|Drama;9/02/2006;Alan Rickman;Sigourney Weaver;Carrie-Anne Moss;Emily Hampshire;James Allodi
314;Pitof;Catwoman;4.2;Action|Crime;22/07/2004;Halle Berry;Benjamin Bratt;Sharon Stone;Lambert Wilson;Frances Conroy
315;Russ Meyer;Faster, Pussycat! Kill! Kill!;6.5;Action|Crime;6/08/1965;Tura Satana;Haji;Lori Williams;Sue Bernard;Stuart Lancaster
316;Andreas Dresen;Halbe Treppe;6.9;Comedy|Drama;12/02/2002;Steffi Kühnert;Gabriela Maria Schmeide;Thorsten Merten;Axel Prahl;Janko Brett
317;Jasmila Zbanic;Grbavica;6.9;Drama|History;1/03/2006;Mirjana Karanović;Luna Mijovic;Leon Lučev;Kenan Catic;Jasna Beri
318;Wim Wenders;The Million Dollar Hotel;5.8;Drama|Thriller;9/02/2000;Mel Gibson;Milla Jovovich;Jeremy Davies;Amanda Plummer;Peter Stormare
319;Tony Scott;True Romance;7.5;Action|Thriller|Crime|Romance;9/09/1993;Christian Slater;Patricia Arquette;Michael Rapaport;Bronson Pinchot;Gary Oldman
320;Christopher Nolan;Insomnia;6.8;Crime|Mystery|Thriller;24/05/2002;Al Pacino;Robin Williams;Hilary Swank;Maura Tierney;Martin Donovan
321;Émile Gaudreault;Mambo Italiano;5.5;Comedy|Romance;6/06/2003;Luke Kirby;Ginette Reno;Paul Sorvino;Mary Walsh;Peter Miller
322;Clint Eastwood;Mystic River;7.6;Thriller|Crime|Drama|Mystery;7/10/2003;Sean Penn;Tim Robbins;Kevin Bacon;Laurence Fishburne;Marcia Gay Harden
326;David R. Ellis;Snakes on a Plane;5.1;Action|Crime|Horror|Thriller;6/08/2006;Samuel L. Jackson;Julianna Margulies;Kenan Thompson;Nathan Phillips;Rachel Blanchard
327;Takeshi Kitano;Brother;6.8;Crime|Drama|Thriller;9/09/2000;Takeshi Kitano;Omar Epps;Claude Maki;none;Susumu Terajima
329;Steven Spielberg;Jurassic Park;7.6;Adventure|Science Fiction;11/06/1993;Sam Neill;Laura Dern;Jeff Goldblum;Richard Attenborough;Bob Peck
330;Steven Spielberg;The Lost World: Jurassic Park;6.2;Adventure|Action|Science Fiction;23/05/1997;Jeff Goldblum;Julianne Moore;Pete Postlethwaite;Richard Attenborough;Vince Vaughn
331;Joe Johnston;Jurassic Park III;5.7;Adventure|Action|Thriller|Science Fiction;18/07/2001;Sam Neill;William H. Macy;Téa Leoni;Trevor Morgan;Alessandro Nivola
332;David Kellogg;Inspector Gadget;4.3;Action|Adventure|Comedy|Family;23/07/1999;Matthew Broderick;Rupert Everett;Joely Fisher;Michelle Trachtenberg;Andy Dick
333;Deepa Mehta;Bollywood - Hollywood;5.8;Drama|Comedy|Music|Romance;1/01/2002;Rahul Khanna;Lisa Ray;Moushumi Chatterjee;Dina Pathak;Kulbhushan Kharbanda
334;Paul Thomas Anderson;Magnolia;7.5;Drama;8/12/1999;Julianne Moore;William H. Macy;John C. Reilly;Tom Cruise;Philip Baker Hall
335;Sergio Leone;C'era una volta il West;8.0;Western;21/12/1968;Henry Fonda;Claudia Cardinale;Jason Robards;Charles Bronson;Gabriele Ferzetti
336;Sergio Leone;Giù la testa;7.6;Western;20/10/1971;James Coburn;Rod Steiger;Romolo Valli;Antoine Saint-John;Franco Graziosi
337;François Dupeyron;Monsieur Ibrahim et les fleurs du Coran;6.9;Drama;3/12/2003;Omar Sharif;Pierre Boulanger;Gilbert Melki;Isabelle Renauld;Lola Naymark
338;Wolfgang Becker;Good bye, Lenin!;7.4;Comedy|Drama|Romance;9/02/2003;Daniel Brühl;Katrin Sass;Chulpan Khamatova;Maria Simon;Florian Lukas
339;Jim Jarmusch;Night on Earth;7.6;Comedy|Drama;3/10/1991;Winona Ryder;Gena Rowlands;Lisanne Falk;Alan Randolph Scott;Anthony Portillo
340;Liev Schreiber;Everything is Illuminated;7.4;Comedy|Drama;16/09/2005;Elijah Wood;Eugene Hutz;Boris Leskin;Jana Hrabetova;Jonathan Safran Foer
341;Manuel Pradal;A Crime;6.7;Crime|Thriller;11/09/2006;Harvey Keitel;Emmanuelle Béart;Norman Reedus;Joe Grifasi;Lily Rabe
342;Marco Kreuzpaintner;Sommersturm;6.7;Comedy|Drama;2/09/2004;Robert Stadlober;Kostja Ullmann;Alicja Bachleda-Curuś;Jürgen Tonkel;Tristano Casanova
343;Hal Ashby;Harold and Maude;7.7;Comedy|Drama|Romance;20/12/1971;Ruth Gordon;Bud Cort;none;Cyril Cusack;Charles Tyner
344;Peter Thorwarth;Bang Boom Bang - Ein todsicheres Ding;7.5;Crime|Action|Comedy;26/08/1999;Oliver Korittke;Markus Knüfken;Ralf Richter;Diether Krebs;Martin Semmelrogge
345;Stanley Kubrick;Eyes Wide Shut;7.1;Mystery|Drama;14/07/1999;Tom Cruise;Nicole Kidman;Madison Eginton;Jackie Sawiris;Sydney Pollack
346;Akira Kurosawa;七人の侍;8.2;Action|Drama;26/04/1954;Toshirō Mifune;Takashi Shimura;Yoshio Inaba;Seiji Miyaguchi;Minoru Chiaki
347;Robert Siodmak;Menschen am Sonntag;7.0;Drama;4/02/1930;Erwin Splettstößer;Brigitte Borchert;Wolfgang von Waltershausen;Christl Ehlers;Annie Schreyer
348;Ridley Scott;Alien;7.8;Horror|Action|Thriller|Science Fiction;25/05/1979;Tom Skerritt;Sigourney Weaver;Veronica Cartwright;Harry Dean Stanton;John Hurt
349;Olivier Ducastel;Crustacés et coquillages;5.0;Comedy;30/03/2005;Valeria Bruni Tedeschi;Gilbert Melki;Jean-Marc Barr;Jacques Bonnaffé;Edouard Collin
350;David Frankel;The Devil Wears Prada;7.0;Comedy|Drama|Romance;30/06/2006;Meryl Streep;Anne Hathaway;Emily Blunt;Stanley Tucci;Simon Baker
351;Valeska Grisebach;Sehnsucht;7.5;Drama;15/02/2006;Andreas Müller;Ilka Welz;Anett Dornbusch;Erika Lemke;Markus Werner
363;Fatih Akin;Gegen die Wand;7.2;Drama|Romance;11/03/2004;Birol Ünel;Sibel Kekilli;Catrin Striebeck;Güven Kıraç;Meltem Cumbul
364;Tim Burton;Batman Returns;6.6;Action|Fantasy;19/06/1992;Michael Keaton;Danny DeVito;Michelle Pfeiffer;Christopher Walken;Michael Gough
377;Wes Craven;A Nightmare on Elm Street;7.2;Horror;14/11/1984;John Saxon;Ronee Blakley;Heather Langenkamp;Amanda Wyss;Jsu Garcia
378;Joel Coen;Raising Arizona;7.2;Comedy|Crime;1/03/1987;Nicolas Cage;Holly Hunter;Trey Wilson;John Goodman;William Forsythe
379;Joel Coen;Miller's Crossing;7.5;Drama|Thriller|Crime;21/09/1990;Gabriel Byrne;Marcia Gay Harden;John Turturro;Jon Polito;J.E. Freeman
380;Barry Levinson;Rain Man;7.5;Drama;11/12/1988;Dustin Hoffman;Tom Cruise;Valeria Golino;Gerald R. Molen;Jack Murdock
381;Alfred Hitchcock;To Catch a Thief;7.1;Crime|Drama|Mystery|Romance|Thriller;3/08/1955;Cary Grant;Grace Kelly;Jessie Royce Landis;Brigitte Auber;John Williams
383;Gus Van Sant;Mala Noche;6.1;Drama;5/02/1986;Doug Cooeyate;Tim Streeter;Sam Downey;Nyla McCarthy;Ray Monge
387;Wolfgang Petersen;Das Boot;7.9;Action|Drama|History|War|Adventure;16/09/1981;Jürgen Prochnow;Herbert Grönemeyer;Klaus Wennemann;Hubertus Bengsch;Martin Semmelrogge
388;Spike Lee;Inside Man;7.3;Crime|Drama|Thriller;23/03/2006;Denzel Washington;Clive Owen;Jodie Foster;Christopher Plummer;Willem Dafoe
389;Sidney Lumet;12 Angry Men;8.2;Drama;25/03/1957;Henry Fonda;Martin Balsam;John Fiedler;Lee J. Cobb;E.G. Marshall
390;Wim Wenders;Lisbon Story;7.4;Drama|Foreign|Thriller;16/12/1994;Rüdiger Vogler;Patrick Bauchau;Vasco Sequeira;Joel Cunha Ferreira;Sofia Bénard da Costa
391;Sergio Leone;Per un pugno di dollari;7.6;Western;12/09/1964;Clint Eastwood;Marianne Koch;Gian Maria Volonté;Wolfgang Lukschy;José Calvo
392;Lasse Hallström;Chocolat;6.8;Comedy|Drama|Romance;14/12/2000;Juliette Binoche;Alfred Molina;Johnny Depp;Judi Dench;Leslie Caron
393;Quentin Tarantino;Kill Bill: Vol. 2;7.6;Action|Crime|Thriller;16/04/2004;Uma Thurman;David Carradine;Daryl Hannah;Michael Madsen;Gordon Liu Chia-Hui
395;Paul W.S. Anderson;AVP: Alien vs. Predator;5.5;Adventure|Science Fiction|Action;12/08/2004;Sanaa Lathan;Raoul Bova;Ewen Bremner;Colin Salmon;Tommy Flanagan
396;Mike Nichols;Who's Afraid of Virginia Woolf?;7.8;Drama;21/06/1966;Elizabeth Taylor;Richard Burton;George Segal;Sandy Dennis;Agnes Flanagan
397;Lawrence Kasdan;French Kiss;6.2;Comedy|Romance;5/05/1995;Meg Ryan;Kevin Kline;Timothy Hutton;Jean Reno;Adam Brooks
398;Bennett Miller;Capote;6.9;Crime|Drama;30/09/2005;Philip Seymour Hoffman;Allie Mickelson;Craig Archibald;Bronwen Coleman;Kate Shindle
400;Gary Fleder;Things to Do in Denver When You're Dead;6.7;Drama|Crime;1/12/1995;Andy García;Christopher Lloyd;William Forsythe;Bill Nunn;Treat Williams
