id;director_name;original_title;vote_average;genres;release_date;actor1_name;actor2_name;actor3_name;actor4_name;actor5_name
1415;Fenton Bailey;Party Monster;6.0;Comedy|Drama|Crime;5/09/2003;Seth Green;Macaulay Culkin;Chloë Sevigny;Diana Scarwid;Marilyn Manson
1416;Kim Ki-duk;해안선;6.7;Thriller|Drama;22/11/2002;Jang Dong-gun;Jeong-hak Kim;Park Ji-ah ;Hye-jin Yu;Kim Tae-woo
1417;Guillermo del Toro;El laberinto del fauno;7.6;Fantasy|Drama|War;27/05/2006;Ivana Baquero;Maribel Verdú;Sergi López;Doug Jones;Ariadna Gil
1418;Icíar Bollaín;Te doy mis ojos;6.9;Drama;8/10/2003;Laia Marull;Luis Tosar;Candela Peña;Rosa Maria Sardà;Kiti Mánver
1419;Tobi Baumann;Vollidiot;4.4;Comedy|Drama;11/04/2007;Oliver Pocher;Oliver Fleischer;Tanja Wenzel;Tomas Spencer;Anke Engelke
1420;Neil Jordan;Breakfast on Pluto;6.9;Drama|Comedy;3/09/2005;Cillian Murphy;Liam Neeson;Ruth Negga;Laurence Kinlan;Stephen Rea
1421;François Truffaut;L'Homme qui aimait les femmes;7.1;Drama|Comedy|Romance;27/04/1977;Charles Denner;Brigitte Fossey;Nelly Borgeaud;Geneviève Fontanel;Leslie Caron
1422;Martin Scorsese;The Departed;7.9;Drama|Thriller|Crime;5/10/2006;Leonardo DiCaprio;Matt Damon;Jack Nicholson;Mark Wahlberg;Martin Sheen
1423;Eric Callero;Flying Saucer Rock 'N' Roll;0.0;Adventure|Comedy|Horror|Science Fiction;18/03/2006;Jeffrey Weissman;Josh Duthie;Elan Freydenson;Shannon Lark;none
1424;Greg Harrison;November;5.0;Drama|Mystery|Thriller;22/07/2004;Courteney Cox;James Le Gros;Michael Ealy;Nora Dunn;Nick Offerman
1426;Thomas Wendrich;Maria am Wasser;0.0;Drama;8/03/2007;Alexander Beyer;Annika Blendl;Falk Rockstroh;Hermann Beyer;Wladimir Tarasjanz
1427;Tom Tykwer;Perfume: The Story of a Murderer;7.1;Crime|Fantasy|Drama;13/09/2006;Ben Whishaw;Simon Chandler;David Calder;Richard Felix;Birgit Minichmayr
1428;Robert Rodriguez;Once Upon a Time in Mexico;6.2;Action;11/09/2003;Antonio Banderas;Salma Hayek;Johnny Depp;Eva Mendes;Mickey Rourke
1429;Spike Lee;25th Hour;7.2;Crime|Drama;16/12/2002;Edward Norton;Philip Seymour Hoffman;Barry Pepper;Rosario Dawson;Anna Paquin
1430;Michael Moore;Bowling for Columbine;7.3;Documentary;9/10/2002;Michael Moore;George H. W. Bush;George W. Bush;Dick Clark;Charlton Heston
1433;Guillermo del Toro;El Espinazo del Diablo;7.2;Fantasy|Drama|Horror|Thriller|Science Fiction;20/04/2001;Eduardo Noriega;Federico Luppi;Marisa Paredes;Fernando Tielve;Íñigo Garcés
1435;Jonathan Caouette;Tarnation;7.5;Documentary|Drama;19/10/2003;Renee Leblanc;Adolph Davis;Jonathan Caouette;Rosemary Davis;David Sanin Paz
1436;Kim Sung-su;무사;6.8;History|Drama|Action;7/09/2001;Jung Woo-sung;Ahn Sung-Ki;Joo Jin-Mo;Zhang Ziyi;Park Yong-woo
1437;Jakob Schäuffelen;Abgefahren;2.0;;31/03/2004;Felicitas Woll;Sebastian Ströbel;Nina Tenge;Florian Fischer;Sissi Perlinger
1438;Helena Bulaja;Regoch;0.0;Animation;20/11/2006;none;none;none;none;none
1439;Andy Tennant;Anna and the King;6.4;Drama|History|Romance;16/12/1999;Jodie Foster;Chow Yun-fat;Bai Ling;Tom Felton;Randall Duk Kim
1440;Todd Field;Little Children;6.9;Romance|Drama;6/10/2006;Kate Winslet;Patrick Wilson;Jennifer Connelly;Jackie Earle Haley;Noah Emmerich
1441;Bruce Beresford;The Contract;5.5;Drama|Action|Thriller|Crime;5/04/2006;Morgan Freeman;John Cusack;Alice Krige;Megan Dodds;Corey Johnson
1442;Sung Hyung Cho;Full Metal Village;5.5;Documentary;19/04/2007;Uwe Trede;Lore Trede;Klaus H. Plähn;Irma Schaack;Eva Waldow
1443;Sofia Coppola;The Virgin Suicides;7.1;Drama|Romance;21/04/1999;James Woods;Kathleen Turner;Kirsten Dunst;Josh Hartnett;Michael Paré
1444;Phil Morrison;Junebug;6.5;Comedy|Drama;3/08/2005;Embeth Davidtz;Amy Adams;Ben McKenzie;Alessandro Nivola;Celia Weston
1448;Po-Chih Leong;The Wisdom of Crocodiles;5.6;Drama|Fantasy|Horror;27/11/1998;Jude Law;Elina Löwensohn;Timothy Spall;Jack Davenport;Kerry Fox
1450;Chris Nahon;Blood: The Last Vampire;5.1;Action|Adventure|Horror|Science Fiction|Thriller;2/04/2009;none;Allison Miller;Jun Ji-hyun;Koyuki;Liam Cunningham
1452;Bryan Singer;Superman Returns;5.4;Adventure|Fantasy|Action|Science Fiction;28/06/2006;Brandon Routh;Kevin Spacey;Kate Bosworth;James Marsden;Parker Posey
1479;Lodge Kerrigan;Clean, Shaven;7.0;Drama|Crime;5/09/1993;Peter Greene;Alice Levitt;Megan Owen;Jennifer MacDonald;Molly Castelloe
1480;Orson Welles;Touch of Evil;7.6;Drama|Thriller|Crime;23/04/1958;Charlton Heston;Janet Leigh;Orson Welles;Joseph Calleia;Akim Tamiroff
1481;Geoffrey Wright;Metal Skin;3.0;Action|Drama;21/02/1994;Aden Young;Tara Morice;Nadine Garner;Ben Mendelsohn;Chantal Contouri
1482;Nick Gomez;Laws of Gravity;7.0;Action|Drama;21/03/1992;Peter Greene;Adam Trese;Paul Schulze;Edie Falco;Arabella Field
1483;E. Elias Merhige;Begotten;5.1;Fantasy|Horror;30/04/1990;Brian Salzberg;Donna Dempsey;Stephen Charles Barry;James Gandia;none
1484;Romuald Karmakar;Der Totmacher;6.3;Drama;23/11/1995;Götz George;Jürgen Hentsch;Hans-Michael Rehberg;Pierre Franckh;Matthias Fuchs
1485;Mike Hodges;Get Carter;6.9;Crime|Thriller;3/03/1971;Michael Caine;Ian Hendry;Britt Ekland;John Osborne;Tony Beckley
1487;Guillermo del Toro;Hellboy;6.5;Fantasy|Action|Science Fiction;2/04/2004;Ron Perlman;Selma Blair;Rupert Evans;John Hurt;Jeffrey Tambor
1488;Ning Hao;綠草地;0.0;Drama|Comedy;11/06/2005;Hurichabilike;Dawa;Geliban;Yidexinnaribu;Badema
1489;none;Gears of War;0.0;War|Action|Science Fiction;1/01/2018;none;none;none;none;none
1490;Thorsten Wenning;Singendes Wasser;0.0;Drama;1/01/2007;Schortie Scheumann;Roger Ditter;none;none;none
1491;Neil Burger;The Illusionist;7.1;Fantasy|Drama|Thriller|Romance;18/08/2006;Edward Norton;Jessica Biel;Paul Giamatti;Rufus Sewell;Eddie Marsan
1492;Ridley Scott;1492: Conquest of Paradise;6.1;Action|Adventure|Drama|History;9/10/1992;Gérard Depardieu;Armand Assante;Sigourney Weaver;Loren Dean;Ángela Molina
1493;Donald Petrie;Miss Congeniality;6.1;Comedy|Crime|Action;14/12/2000;Sandra Bullock;Benjamin Bratt;Michael Caine;Candice Bergen;William Shatner
1494;Zhang Yimou;滿城盡帶黃金甲;6.5;Action|Drama|Fantasy;21/12/2006;Chow Yun-fat;Gong Li;Jay Chou;Liu Ye;Qin Jun-Jie
1495;Ridley Scott;Kingdom of Heaven;6.5;Drama|Action|Adventure|History|War;3/05/2005;Orlando Bloom;Eva Green;Jeremy Irons;Marton Csokas;Brendan Gleeson
1496;David Kellogg;Cool as Ice;4.7;Drama|Action|Comedy|Music|Romance;18/10/1991;Vanilla Ice;Kristin Minter;Naomi Campbell;Deezer D;Kevin Hicks
1497;Michael Pressman;Teenage Mutant Ninja Turtles II: The Secret of the Ooze;5.8;Science Fiction|Adventure|Action|Comedy|Family;22/03/1991;Paige Turco;David Warner;Michelan Sisti;Leif Tilden;Kenn Scott
1498;Steve Barron;Teenage Mutant Ninja Turtles;6.4;Science Fiction|Action|Adventure|Comedy|Family;30/03/1990;Judith Hoag;Elias Koteas;Josh Pais;Brian Tochi;Leif Tilden
1499;Stuart Gillard;Teenage Mutant Ninja Turtles III;5.0;Action|Adventure|Comedy|Family|Fantasy|Science Fiction;17/03/1993;Paige Turco;Stuart Wilson;Sab Shimono;Vivian Wu;Mark Caso
1523;Kevin Macdonald;The Last King of Scotland;7.4;Drama;1/09/2006;Forest Whitaker;James McAvoy;Simon McBurney;Gillian Anderson;Kerry Washington
1534;Marcus Nispel;Pathfinder;5.3;Action;11/01/2007;Karl Urban;Moon Bloodgood;Russell Means;Clancy Brown;Jay Tavare
1535;Tony Scott;Spy Game;6.8;Action|Crime|Thriller;18/11/2001;Robert Redford;Brad Pitt;Catherine McCormack;Stephen Dillane;Larry Bryggman
1537;Roger Michell;Changing Lanes;5.8;Action|Adventure|Crime|Thriller;7/04/2002;Ben Affleck;Samuel L. Jackson;Kim Staunton;Toni Collette;Sydney Pollack
1538;Michael Mann;Collateral;7.0;Drama|Crime|Thriller;4/08/2004;Tom Cruise;Jamie Foxx;Jada Pinkett Smith;Mark Ruffalo;Peter Berg
1539;Lars Kraume;Keine Lieder über Liebe;8.0;Music|Drama|Romance;26/10/2005;Florian Lukas;Jürgen Vogel;Heike Makatsch;Monika Hansen;Thees Uhlmann
1540;Laurent Cantet;Vers le sud;5.3;Drama|Romance;7/09/2005;Charlotte Rampling;Karen Young;Louise Portal;Ménothy Cesar;Lys Ambroise
1541;Ridley Scott;Thelma & Louise;7.2;Drama|Thriller|Crime|Adventure;24/05/1991;Susan Sarandon;Geena Davis;Harvey Keitel;Brad Pitt;Michael Madsen
1542;Mike Judge;Office Space;7.4;Comedy|Crime;19/02/1999;Ron Livingston;Jennifer Aniston;David Herman;Ajay Naidu;Diedrich Bader
1543;Sven Taddicken;Emmas Glück;6.9;Drama;16/07/2006;Jördis Triebel;Jürgen Vogel;Hinnerk Schönemann;Martin Feifel;Karin Neuhäuser
1544;Ol Parker;Imagine Me & You;6.9;Drama|Comedy|Romance;1/02/2005;Piper Perabo;Lena Headey;Matthew Goode;Celia Imrie;Darren Boyd
1546;Mike Mills;Thumbsucker;6.2;Comedy|Drama;23/01/2005;Lou Taylor Pucci;Tilda Swinton;Vincent D'Onofrio;Keanu Reeves;Benjamin Bratt
1547;Joel Schumacher;The Lost Boys;6.8;Comedy|Horror;31/07/1987;Jason Patric;Corey Haim;Corey Feldman;Dianne Wiest;Kiefer Sutherland
1548;Terry Zwigoff;Ghost World;7.1;Comedy|Drama;20/07/2001;Thora Birch;Scarlett Johansson;Steve Buscemi;none;Brad Renfro
1549;Abdellatif Kechiche;L'Esquive;7.5;Romance|Drama;25/11/2003;Osman Elkharraz;Sara Forestier;Rachid Hami;Hajar Hamlili;Nanou Benhamou
1550;Peter Hedges;Pieces of April;6.6;Comedy|Drama;19/01/2003;Katie Holmes;Derek Luke;Patricia Clarkson;Oliver Platt;Alison Pill
1551;Joel Schumacher;Flatliners;6.2;Drama|Horror|Science Fiction|Thriller;9/08/1990;Kiefer Sutherland;Julia Roberts;Kevin Bacon;William Baldwin;Oliver Platt
1552;Ron Howard;Parenthood;6.5;Comedy|Drama|Family;31/07/1989;Steve Martin;Mary Steenburgen;Dianne Wiest;Jason Robards;Rick Moranis
1553;Jacques Audiard;De battre mon cœur s'est arrêté;6.7;Drama|Thriller;17/02/2005;Romain Duris;Niels Arestrup;Jonathan Zaccaï;Gilles Cohen;Linh Đan Phạm
1554;Jim Jarmusch;Down by Law;7.2;Crime|Drama|Comedy;1/05/1986;Tom Waits;John Lurie;Roberto Benigni;Nicoletta Braschi;Ellen Barkin
1555;Cédric Klapisch;L'Auberge espagnole;7.0;Drama|Comedy|Romance;17/05/2002;Romain Duris;Audrey Tautou;Kelly Reilly;Cécile de France;Cristina Brondo
1556;Toshio Matsumoto;薔薇の葬列;7.1;Drama;1/01/1969;Pîtâ;Osamu Ogasawara;Yoshio Tsuchiya;Emiko Azuma;Yoshihiro Katô
1557;Hans-Christian Schmid;23;7.1;Drama|Thriller;2/07/1998;Fabian Busch;August Diehl;Dieter Landuris;Jan-Gregor Kremp;Zbigniew Zamachowski
1558;Hendrik Handloegten;Liegen lernen;0.0;Comedy|Drama;2/07/2003;Fabian Busch;Susanne Bormann;Fritzi Haberlandt;Sophie Rois;Anka Sarstedt
1559;Dusan Makavejev;Sweet Movie;5.7;Mystery|Comedy|Drama;12/06/1974;Carole Laure;Pierre Clémenti;Anna Prucnal;Sami Frey;John Vernon
1560;Nikos Nikolaidis;Singapore Sling: Ο άνθρωπος που αγάπησε ένα πτώμα;7.9;Comedy|Drama|Horror;13/09/1990;Meredyth Herold;Michele Valley;Panos Thanassoulis;none;none
1561;Robert Bresson;Mouchette;7.2;Drama;28/03/1967;Nadine Nortier;Jean-Claude Guilbert;Marie Cardinal;Paul Hébert;Jean Vimenet
1562;Juan Carlos Fresnadillo;28 Weeks Later;6.5;Horror|Thriller|Science Fiction;26/04/2007;Imogen Poots;Robert Carlyle;Rose Byrne;Jeremy Renner;Harold Perrineau
1563;Chris Marker;Sans soleil;7.7;Documentary;15/02/1983;Florence Delay;Arielle Dombasle;none;none;none
1564;D.A. Pennebaker;Daybreak Express;6.8;Documentary;1/01/1953;none;none;none;none;none
1566;Bernhard Wicki;Die Brücke;7.6;Drama|History|War;21/10/1959;Folker Bohnet;Fritz Wepper;Michael Hinz;Frank Glaubrecht;Karl Michael Balzer
1567;Gaspar Noé;Seul contre tous;7.5;Drama|Thriller;16/05/1998;Philippe Nahon;Blandine Lenoir;Martine Audrain;Frankie Pain;Jean-François Rauger
1568;Gaspar Noé;Carne;7.1;Drama|Thriller;1/05/1991;Philippe Nahon;Blandine Lenoir;Frankie Pain;Hélène Testud;Lucile Hadzihalilovic
1569;Rozz Williams;Pig;5.8;Horror|Thriller;1/01/1999;Rozz Williams;James Hollan;none;none;none
1571;Len Wiseman;Live Free or Die Hard;6.4;Action|Thriller;20/06/2007;Bruce Willis;Justin Long;Timothy Olyphant;Cliff Curtis;Maggie Q
1572;John McTiernan;Die Hard: With a Vengeance;6.9;Action|Thriller;19/05/1995;Bruce Willis;Jeremy Irons;Samuel L. Jackson;Graham Greene;Colleen Camp
1573;Renny Harlin;Die Hard 2;6.6;Action|Thriller;2/07/1990;Bruce Willis;Bonnie Bedelia;William Atherton;Reginald VelJohnson;Franco Nero
1574;Rob Marshall;Chicago;6.8;Action|Comedy|Crime|Drama|Music;26/12/2002;Catherine Zeta-Jones;Renée Zellweger;Queen Latifah;Richard Gere;Christine Baranski
1576;Paul W.S. Anderson;Resident Evil;6.4;Horror|Action|Science Fiction;15/03/2002;Milla Jovovich;Michelle Rodriguez;Eric Mabius;Ryan McCluskey;Oscar Pearce
1577;Alexander Witt;Resident Evil: Apocalypse;6.1;Horror|Action|Science Fiction;10/09/2004;Milla Jovovich;Sienna Guillory;Oded Fehr;Thomas Kretschmann;Sophie Vavasseur
1578;Martin Scorsese;Raging Bull;7.7;Drama;14/11/1980;Robert De Niro;Joe Pesci;Cathy Moriarty;Frank Vincent;Nicholas Colasanto
1579;Mel Gibson;Apocalypto;7.2;Action|Adventure|Drama|Thriller;7/12/2006;Rudy Youngblood;Raoul Max Trujillo;Gerardo Taracena;Iazua Larios;Antonio Monroy
1580;Alfred Hitchcock;Rope;7.8;Crime|Drama|Mystery|Thriller;23/08/1948;James Stewart;John Dall;Farley Granger;Constance Collier;Douglas Dick
1581;Nancy Meyers;The Holiday;6.7;Comedy|Romance;8/12/2006;Cameron Diaz;Kate Winslet;Jude Law;Jack Black;Eli Wallach
1583;Christian Zübert;Lammbock;7.1;Comedy;23/08/2001;Lucas Gregorowicz;Moritz Bleibtreu;Marie Zielcke;Julian Weigend;Alexandra Schalaudek
1584;Richard Linklater;School of Rock;6.8;Comedy|Music;3/10/2003;Jack Black;Joan Cusack;Mike White;Sarah Silverman;Adam Pascal
1585;Frank Capra;It's a Wonderful Life;8.0;Drama|Family|Fantasy;20/12/1946;James Stewart;Donna Reed;Lionel Barrymore;Thomas Mitchell;Henry Travers
1586;David Koepp;Secret Window;6.4;Thriller|Mystery;12/03/2004;Johnny Depp;John Turturro;none;Timothy Hutton;Charles S. Dutton
1587;Lasse Hallström;What's Eating Gilbert Grape;7.5;Romance|Drama;17/12/1993;Johnny Depp;Leonardo DiCaprio;Juliette Lewis;Darlene Cates;Mary Steenburgen
1588;Peyton Reed;Bring It On;5.8;Comedy;25/08/2000;Kirsten Dunst;Jesse Bradford;Eliza Dushku;Gabrielle Union;Huntley Ritter
1589;John Irvin;The Boys from County Clare;6.3;Romance|Comedy|Music;12/09/2003;Colm Meaney;Bernard Hill;Shaun Evans;Andrea Corr;Ian Shaw
1590;Agnieszka Holland;Copying Beethoven;6.1;Drama;10/09/2006;Ed Harris;Diane Kruger;Matthew Goode;Phyllida Law;Ralph Riach
1591;Caroline Link;Nirgendwo in Afrika;7.0;Drama;11/12/2001;Juliane Köhler;Merab Ninidze;Sidede Onyulo;Matthias Habich;Lea Kurka
1592;Gregory Hoblit;Primal Fear;7.4;Crime|Drama|Mystery|Thriller;3/04/1996;Richard Gere;Edward Norton;Laura Linney;John Mahoney;Frances McDormand
1593;Shawn Levy;Night at the Museum;6.3;Action|Adventure|Comedy|Family|Fantasy;20/10/2006;Ben Stiller;Jake Cherry;Carla Gugino;Robin Williams;Dick Van Dyke
1594;Blake Edwards;A Shot in the Dark;7.2;Comedy|Crime;23/06/1964;Peter Sellers;Elke Sommer;George Sanders;Herbert Lom;Graham Stark
1595;Wim Wenders;Land of Plenty;5.4;Drama|History;10/09/2004;Michelle Williams;John Diehl;Shaun Toub;Burt Young;Jeris Poindexter
1596;Michelle MacLaren;Population 436;5.6;Drama|Horror|Mystery|Thriller;4/07/2006;none;James Blicq;Cory Cassidy;Fred Durst;Leigh Enns
1597;Jay Roach;Meet the Parents;6.6;Comedy|Romance;6/10/2000;Ben Stiller;Robert De Niro;Teri Polo;Blythe Danner;Owen Wilson
1598;Martin Scorsese;Cape Fear;7.0;Crime|Thriller;15/11/1991;Robert De Niro;Nick Nolte;Jessica Lange;Juliette Lewis;Joe Don Baker
1599;David O. Russell;I Heart Huckabees;6.2;Comedy|Romance;10/09/2004;Jason Schwartzman;Dustin Hoffman;Lily Tomlin;Jude Law;Mark Wahlberg
1600;Krzysztof Kieślowski;La double vie de Véronique;7.4;Drama|Thriller;15/05/1991;Irène Jacob;Halina Gryglaszewska;Philippe Volter;Guillaume de Tonquédec;Kalina Jędrusik
1607;Robert De Niro;A Bronx Tale;7.4;Drama|Crime;14/09/1993;Robert De Niro;Chazz Palminteri;Lillo Brancato;Francis Capra;Taral Hicks
1608;Maria Giese;When Saturday Comes;5.3;Drama;1/03/1996;Sean Bean;Emily Lloyd;Craig Kelly;Pete Postlethwaite;John McEnery
1609;John Hay;There's Only One Jimmy Grimble;6.9;Comedy;25/08/2000;Lewis McKenzie;Jane Lapotaire;Gina McKee;Robert Carlyle;Ben Miller
1610;David Evans;Fever Pitch;6.2;Comedy|Romance;4/04/1997;Colin Firth;Ruth Gemmell;Mark Strong;Holly Aird;Ken Stott
1611;Sönke Wortmann;Das Wunder von Bern;6.1;Drama|Comedy;15/10/2003;Louis Klamroth;Peter Lohmeyer;Johanna Gastdorf;Mirko Lang;Birthe Wolter
1612;Tomy Wigand;Fussball ist unser Leben;6.0;Comedy;10/02/2000;Uwe Ochsenknecht;Ralf Richter;Oscar Ortega Sánchez;Walter Gontermann;Michael Sideris
1613;Ronny Yu;The 51st State;5.9;Thriller|Action|Comedy|Crime;7/12/2001;Samuel L. Jackson;Robert Carlyle;Emily Mortimer;Meat Loaf;Rhys Ifans
1615;Axel Sand;Erkan & Stefan gegen die Mächte der Finsternis;4.9;Comedy;20/06/2002;Florian Simbeck;John Friedmann;Bettina Zimmermann;Leon Boden;Corinna Harfouch
1616;Michael Karen;Erkan & Stefan in Der Tod kommt krass;4.8;Comedy;19/05/2005;Stefan Lust;John Friedmann;Ludger Pistor;Andrea Sawatzki;Christoph Maria Herbst
1618;Brian Gibson;Still Crazy;7.1;Comedy|Music;30/10/1998;Stephen Rea;Billy Connolly;Jimmy Nail;Bill Nighy;Timothy Spall
1619;Christopher McQuarrie;Way of the Gun;6.4;Action|Adventure|Comedy|Thriller;8/09/2000;Benicio del Toro;Ryan Phillippe;Juliette Lewis;James Caan;Taye Diggs
1620;Xavier Gens;Hitman;5.9;Action|Crime|Drama|Thriller;21/11/2007;Timothy Olyphant;Dougray Scott;Olga Kurylenko;Robert Knepper;Ulrich Thomsen
1621;John Landis;Trading Places;7.1;Comedy;7/06/1983;Eddie Murphy;Dan Aykroyd;Jamie Lee Curtis;Jim Belushi;Denholm Elliott
1622;Dominik Moll;Lemming;6.9;Drama|Thriller|Mystery;11/05/2005;Charlotte Gainsbourg;Charlotte Rampling;André Dussollier;Laurent Lucas;Jacques Bonnaffé
1623;Stuart Rosenberg;Brubaker;7.1;Crime|Drama;20/06/1980;Robert Redford;Yaphet Kotto;Jane Alexander;Morgan Freeman;Murray Hamilton
1624;Tom Shadyac;Liar Liar;6.4;Comedy;21/03/1997;Jim Carrey;Maura Tierney;Cary Elwes;Jennifer Tilly;Swoosie Kurtz
1626;Jean-Luc Godard;Vivre sa vie: film en douze tableaux;7.4;Drama;20/09/1962;Anna Karina;Sady Rebbot;André S. Labarthe;Guylaine Schlumberger;Gérard Hoffman
1627;François Truffaut;L'Enfant sauvage;7.2;Drama;26/02/1970;Jean-Pierre Cargol;François Truffaut;Françoise Seigner;Jean Dasté;Annie Miller
1628;François Truffaut;Jules et Jim;7.7;Drama|Romance;23/01/1962;Jeanne Moreau;Oskar Werner;Henri Serre;Marie Dubois;Sabine Haudepin
1629;Jean-Luc Godard;La chinoise;7.3;Comedy|Drama;30/08/1967;Anne Wiazemsky;Jean-Pierre Léaud;Juliet Berto;Michel Semeniako;Lex De Bruijn
1630;Miloš Forman;The People vs. Larry Flynt;6.7;Drama;12/10/1996;Woody Harrelson;Courtney Love;Edward Norton;Brett Harrelson;Donna Hanover
1631;Catherine Breillat;Une vraie jeune fille;5.4;Drama;1/01/1976;Charlotte Alexandra;Hiram Keller;Rita Maiden;Bruno Balp;none
1632;Alan Parker;Mississippi Burning;7.3;Thriller|Crime|Drama;8/12/1988;Gene Hackman;Willem Dafoe;Frances McDormand;Brad Dourif;R. Lee Ermey
1633;Jon Avnet;Fried Green Tomatoes;7.5;Drama|Comedy;27/12/1991;Kathy Bates;none;Mary-Louise Parker;Jessica Tandy;Cicely Tyson
1634;Simon Wincer;Free Willy;6.0;Family|Adventure;16/07/1993;Jason James Richter;Lori Petty;August Schellenberg;Michael Madsen;Jayne Atkinson
1635;Michael Bay;The Island;6.5;Action|Thriller|Science Fiction|Adventure;20/07/2005;Ewan McGregor;Scarlett Johansson;Djimon Hounsou;Sean Bean;Steve Buscemi
1636;Harold Ramis;Bedazzled;5.6;Fantasy|Comedy|Romance;19/10/2000;Elizabeth Hurley;Brendan Fraser;Frances O'Connor;Orlando Jones;Paul Adelstein
1637;Jan de Bont;Speed;6.8;Action|Adventure|Crime;9/06/1994;Keanu Reeves;Sandra Bullock;Dennis Hopper;none;Jeff Daniels
1639;Jan de Bont;Speed 2: Cruise Control;4.1;Action|Adventure|Thriller;12/06/1997;Sandra Bullock;Jason Patric;Willem Dafoe;Temuera Morrison;Mike Hagerty
1640;Paul Haggis;Crash;7.1;Drama;6/05/2005;Sandra Bullock;Don Cheadle;Matt Dillon;Michael Peña;Jennifer Esposito
1641;Bronwen Hughes;Forces of Nature;5.0;Romance|Comedy;12/03/1999;Sandra Bullock;Ben Affleck;Maura Tierney;Steve Zahn;Blythe Danner
1642;Irwin Winkler;The Net;5.6;Crime|Drama|Mystery|Thriller|Action;28/07/1995;Sandra Bullock;Jeremy Northam;Dennis Miller;Wendy Gazelle;Ken Howard
1643;Bernardo Bertolucci;Ultimo tango a Parigi;7.0;Drama|Romance;14/10/1972;Marlon Brando;Maria Schneider;Jean-Pierre Léaud;Catherine Breillat;Gitt Magrini
1644;George Sluizer;The Vanishing;5.9;Thriller|Drama|Mystery;5/02/1993;Kiefer Sutherland;Jeff Bridges;Nancy Travis;Sandra Bullock;Park Overall
1645;Joel Schumacher;A Time to Kill;7.0;Crime|Drama|Thriller;24/07/1996;Matthew McConaughey;Sandra Bullock;Samuel L. Jackson;Kevin Spacey;Oliver Platt
1646;Richard LaGravenese;Freedom Writers;7.5;Crime|Drama;5/01/2007;Hilary Swank;Scott Glenn;Imelda Staunton;Patrick Dempsey;Mario
1647;Roger Donaldson;The Recruit;6.2;Action|Thriller;31/01/2003;Al Pacino;Colin Farrell;Bridget Moynahan;Gabriel Macht;Karl Pruner
1648;Stephen Herek;Bill & Ted's Excellent Adventure;6.7;Adventure|Comedy|Science Fiction;17/02/1989;Keanu Reeves;Alex Winter;George Carlin;Dan Shor;Hal Landon Jr.
1649;Peter Hewitt;Bill & Ted's Bogus Journey;5.9;Adventure|Comedy|Family|Fantasy|Science Fiction;19/07/1991;Keanu Reeves;Alex Winter;George Carlin;William Sadler;Joss Ackland
1650;Ulli Lommel;Haytabo;5.0;;1/01/1971;Eddie Constantine;Katrin Schaake;Uschi Obermaier;Rainer Langhans;Rainer Werner Fassbinder
1651;François Truffaut;La sirène du Mississipi;6.7;Crime|Drama|Romance;18/06/1969;Jean-Paul Belmondo;Catherine Deneuve;Michel Bouquet;Nelly Borgeaud;Martine Ferrière
1652;Helge Schneider;00 Schneider - Jagd auf Nihil Baxter;6.5;Comedy|Crime;21/12/1994;Helge Schneider;none;none;none;Helmut Körschgen
1653;Walter Salles;Diarios de motocicleta;7.2;Drama;6/02/2004;Gael García Bernal;Rodrigo de la Serna;Mercedes Morán;Mía Maestro;none
1654;Robert Aldrich;The Dirty Dozen;7.5;Action|Adventure|War;15/06/1967;Lee Marvin;Ernest Borgnine;Charles Bronson;Jim Brown;John Cassavetes
1655;Helge Schneider;Praxis Dr. Hasenbein;7.0;Comedy;30/01/1997;Helge Schneider;Andrea Rottmann;none;Bernhard Sondermann;Werner Abrolat
1656;Martin Campbell;The Legend of Zorro;5.9;Action|Adventure;24/10/2005;Antonio Banderas;Catherine Zeta-Jones;Adrián Alonso Barona;Julio Oscar Mechoso;Nick Chinlund
1658;Malte Ludin;2 oder 3 Dinge, die ich von ihm weiß;5.0;Documentary|Drama;7/04/2005;none;none;none;none;none
1659;Helge Schneider;Texas - Doc Snyder hält die Welt in Atem;6.0;Comedy|Western;1/01/1993;Helge Schneider;Peter Berling;Andreas Kunze;Peter Thoms;Werner Abrolat
1660;François Truffaut;L'argent de poche;7.7;Drama|Comedy;17/03/1976;Jean-François Stévenin;Virginie Thévenet;Chantal Mercier;Marcel Berbert;Christine Pellé
1661;Sebastian Schipper;Absolute Giganten;7.9;Drama|Comedy;30/09/1999;Frank Giering;Florian Lukas;Antoine Monot Jr.;Julia Hummer;Jochen Nickel
1662;Phil Joanou;State of Grace;6.4;Drama|Action|Thriller|Crime;14/09/1990;Sean Penn;Gary Oldman;Ed Harris;Robin Wright;John Turturro
1663;Alfred Vohrer;Edgar Wallace - Der Zinker;3.7;Crime|Horror|Mystery|Thriller;26/04/1963;Heinz Drache;Barbara Rütting;Günter Pfitzmann;Agnes Windeck;Eddi Arent
1665;Gus Van Sant;Last Days;5.2;Drama;13/05/2005;Michael Pitt;Lukas Haas;Asia Argento;Scott Patrick Green;Nicole Vicius
1666;Eric Steel;The Bridge;7.1;Documentary;27/10/2006;Eric Geleynse;Susan Ginwalla;Caroline Pressley;Gene Sprague;Elizabeth 'Lisa' Smith
1667;Luc Jacquet;La Marche de l'empereur;6.9;Documentary|Family;26/01/2005;Morgan Freeman;Charles Berling;Romane Bohringer;Jules Sitruk;none
